"","ego","alter","dv","ego_capacity_n","alter_capacity_n","ej_diff","c_diff_n","c_diff_cat","count_ego_collaboratives","count_alter_collaboratives","overlap_collab","ego_np_501c3","alter_np_501c3","np_match","ego_ej_mission","alter_ej_mission","ej_diff_cat","count_ego_issues","count_alter_issues","i_match","ego_local","alter_local","geo_diff_cat","distance"
"589","G60","G50",0,0.0103506504719386,0.000494913526408151,3,-0.00985573694553047,"lower",1,3,1,1,1,"np_homophily",0,3,"higher",2,3,1,"regional","local","smaller",954.538600935543
"590","G66","G50",0,0.000259543639211259,0.000494913526408151,1,0.000235369887196892,"higher",1,3,1,1,1,"np_homophily",2,3,"higher",3,3,2,"local","local","local_match",7021.84601801818
"591","G71","G50",0,0.143671365026039,0.000494913526408151,3,-0.143176451499631,"lower",0,3,0,1,1,"np_homophily",0,3,"higher",1,3,1,"local","local","local_match",9662.06336412219
"592","G8","G50",0,1,0.000494913526408151,1,-0.999505086473592,"lower",7,3,3,1,1,"np_homophily",2,3,"higher",5,3,2,"regional","local","smaller",0
"593","G9","G50",0,0.00594262836081384,0.000494913526408151,0,-0.00544771483440569,"lower",1,3,0,1,1,"np_homophily",3,3,"match",4,3,2,"regional","local","smaller",103866.410213773
"594","G13","G51",0,0.0267042614034154,0.0204475657361855,-1,-0.00625669566722989,"lower",5,0,0,1,1,"np_homophily",2,1,"lower",4,2,1,"regional","regional","regional_match",70859.7407567195
"595","G14","G51",0,0,0.0204475657361855,0,0.0204475657361855,"higher",0,0,1,0,1,"higher",1,1,"match",3,2,0,"local","regional","bigger",75364.8962946238
"596","G16","G51",0,0,0.0204475657361855,0,0.0204475657361855,"higher",0,0,1,1,1,"np_homophily",1,1,"match",1,2,0,"local","regional","bigger",23786.659536933
"597","G17","G51",0,0.029108290703348,0.0204475657361855,-1,-0.00866072496716252,"lower",7,0,0,1,1,"np_homophily",2,1,"lower",2,2,0,"local","regional","bigger",74763.4152931678
"598","G19","G51",0,0.0678291239383343,0.0204475657361855,0,-0.0473815582021488,"lower",0,0,1,1,1,"np_homophily",1,1,"match",2,2,0,"local","regional","bigger",73692.733916024
"599","G20","G51",1,0.0065766676690612,0.0204475657361855,-2,0.0138708980671243,"higher",4,0,0,1,1,"np_homophily",3,1,"lower",6,2,2,"regional","regional","regional_match",69498.2502969429
"600","G21","G51",0,0.000919981902138087,0.0204475657361855,-1,0.0195275838340474,"higher",0,0,1,1,1,"np_homophily",2,1,"lower",3,2,0,"local","regional","bigger",1404.6387527511
"601","G29","G51",0,0.00447578469577884,0.0204475657361855,-1,0.0159717810404067,"higher",0,0,1,1,1,"np_homophily",2,1,"lower",3,2,0,"local","regional","bigger",85580.135602127
"602","G4","G51",0,0.00278770759691127,0.0204475657361855,-2,0.0176598581392742,"higher",0,0,1,1,1,"np_homophily",3,1,"lower",5,2,1,"regional","regional","regional_match",104095.201513299
"603","G41","G51",0,0.036172123400984,0.0204475657361855,0,-0.0157245576647985,"lower",0,0,1,0,1,"higher",1,1,"match",4,2,0,"local","regional","bigger",98500.2263413238
"604","G43","G51",0,0.005603390557631,0.0204475657361855,-2,0.0148441751785545,"higher",4,0,0,1,1,"np_homophily",3,1,"lower",3,2,1,"regional","regional","regional_match",69936.5508820931
"605","G48","G51",0,0.00366748166259169,0.0204475657361855,-2,0.0167800840735938,"higher",3,0,0,1,1,"np_homophily",3,1,"lower",4,2,2,"local","regional","bigger",72121.5355023826
"606","G59","G51",0,0.0443776319735864,0.0204475657361855,-1,-0.0239300662374009,"lower",4,0,0,1,1,"np_homophily",2,1,"lower",7,2,2,"regional","regional","regional_match",65136.3383738984
"607","G6","G51",0,0.187250546989594,0.0204475657361855,-2,-0.166802981253408,"lower",0,0,1,0,1,"higher",3,1,"lower",3,2,0,"regional","regional","regional_match",118477.65735818
"608","G60","G51",0,0.0103506504719386,0.0204475657361855,1,0.0100969152642469,"higher",1,0,0,1,1,"np_homophily",0,1,"higher",2,2,0,"regional","regional","regional_match",579.669335558976
"609","G66","G51",0,0.000259543639211259,0.0204475657361855,-1,0.0201880220969743,"higher",1,0,0,1,1,"np_homophily",2,1,"lower",3,2,1,"local","regional","bigger",6962.32689422991
"610","G69","G51",0,0.0202797028630867,0.0204475657361855,1,0.000167862873098806,"higher",0,0,1,0,1,"higher",0,1,"higher",1,2,0,"local","regional","bigger",98500.2263413238
"611","G71","G51",0,0.143671365026039,0.0204475657361855,1,-0.123223799289854,"lower",0,0,1,1,1,"np_homophily",0,1,"higher",1,2,0,"local","regional","bigger",9794.63153244172
"612","G72","G51",0,0.076872673471632,0.0204475657361855,-1,-0.0564251077354465,"lower",2,0,0,0,1,"higher",2,1,"lower",2,2,1,"local","regional","bigger",331.2496814338
"613","G8","G51",0,1,0.0204475657361855,-1,-0.979552434263814,"lower",7,0,0,1,1,"np_homophily",2,1,"lower",5,2,2,"regional","regional","regional_match",392.900754114082
"614","G9","G51",0,0.00594262836081384,0.0204475657361855,-2,0.0145049373753717,"higher",1,0,0,1,1,"np_homophily",3,1,"lower",4,2,1,"regional","regional","regional_match",103625.202372602
"615","G20","G52",0,0.0065766676690612,5.68925801730275e-05,-2,-0.00651977508888817,"lower",4,0,0,1,1,"np_homophily",3,1,"lower",6,2,2,"regional","local","smaller",84114.0667774046
"616","G29","G52",1,0.00447578469577884,5.68925801730275e-05,-1,-0.00441889211560581,"lower",0,0,1,1,1,"np_homophily",2,1,"lower",3,2,2,"local","local","local_match",1342.64741004935
"617","G4","G52",0,0.00278770759691127,5.68925801730275e-05,-2,-0.00273081501673824,"lower",0,0,1,1,1,"np_homophily",3,1,"lower",5,2,1,"regional","local","smaller",20629.1114423354
"618","G43","G52",0,0.005603390557631,5.68925801730275e-05,-2,-0.00554649797745797,"lower",4,0,0,1,1,"np_homophily",3,1,"lower",3,2,1,"regional","local","smaller",84356.9548707023
"619","G59","G52",0,0.0443776319735864,5.68925801730275e-05,-1,-0.0443207393934134,"lower",4,0,0,1,1,"np_homophily",2,1,"lower",7,2,2,"regional","local","smaller",82208.1120594048
"620","G6","G52",0,0.187250546989594,5.68925801730275e-05,-2,-0.187193654409421,"lower",0,0,1,0,1,"higher",3,1,"lower",3,2,1,"regional","local","smaller",36648.7018446189
"621","G8","G52",0,1,5.68925801730275e-05,-1,-0.999943107419827,"lower",7,0,0,1,1,"np_homophily",2,1,"lower",5,2,1,"regional","local","smaller",85252.6400018453
"622","G9","G52",0,0.00594262836081384,5.68925801730275e-05,-2,-0.00588573578064081,"lower",1,0,0,1,1,"np_homophily",3,1,"lower",4,2,0,"regional","local","smaller",22441.3310022765
"623","G13","G53",0,0.0267042614034154,0.0348723825521002,1,0.00816812114868484,"higher",5,5,3,1,1,"np_homophily",2,3,"higher",4,3,3,"regional","regional","regional_match",78004.617633117
"624","G14","G53",0,0,0.0348723825521002,2,0.0348723825521002,"higher",0,5,0,0,1,"higher",1,3,"higher",3,3,1,"local","regional","bigger",82538.070560061
"625","G16","G53",0,0,0.0348723825521002,2,0.0348723825521002,"higher",0,5,0,1,1,"np_homophily",1,3,"higher",1,3,1,"local","regional","bigger",31074.2863643413
"626","G17","G53",0,0.029108290703348,0.0348723825521002,1,0.00576409184875221,"higher",7,5,2,1,1,"np_homophily",2,3,"higher",2,3,2,"local","regional","bigger",81905.5513338967
"627","G19","G53",1,0.0678291239383343,0.0348723825521002,2,-0.0329567413862341,"lower",0,5,0,1,1,"np_homophily",1,3,"higher",2,3,1,"local","regional","bigger",80865.1897988648
"628","G20","G53",0,0.0065766676690612,0.0348723825521002,0,0.028295714883039,"higher",4,5,1,1,1,"np_homophily",3,3,"match",6,3,2,"regional","regional","regional_match",76654.6900563684
"629","G21","G53",0,0.000919981902138087,0.0348723825521002,1,0.0339524006499622,"higher",0,5,0,1,1,"np_homophily",2,3,"higher",3,3,2,"local","regional","bigger",8650.08263173982
"630","G29","G53",0,0.00447578469577884,0.0348723825521002,1,0.0303965978563214,"higher",0,5,0,1,1,"np_homophily",2,3,"higher",3,3,1,"local","regional","bigger",90149.9931766602
"631","G4","G53",0,0.00278770759691127,0.0348723825521002,0,0.032084674955189,"higher",0,5,0,1,1,"np_homophily",3,3,"match",5,3,2,"regional","regional","regional_match",109152.194347435
"632","G41","G53",0,0.036172123400984,0.0348723825521002,2,-0.00129974084888377,"lower",0,5,0,0,1,"higher",1,3,"higher",4,3,2,"local","regional","bigger",103433.262664796
"633","G43","G53",0,0.005603390557631,0.0348723825521002,0,0.0292689919944692,"higher",4,5,1,1,1,"np_homophily",3,3,"match",3,3,1,"regional","regional","regional_match",77091.3842233102
"634","G48","G53",0,0.00366748166259169,0.0348723825521002,0,0.0312049008895086,"higher",3,5,2,1,1,"np_homophily",3,3,"match",4,3,2,"local","regional","bigger",79256.9107414302
"635","G59","G53",1,0.0443776319735864,0.0348723825521002,1,-0.00950524942148619,"lower",4,5,3,1,1,"np_homophily",2,3,"higher",7,3,3,"regional","regional","regional_match",72299.7775462056
"636","G6","G53",0,0.187250546989594,0.0348723825521002,0,-0.152378164437494,"lower",0,5,0,0,1,"higher",3,3,"match",3,3,2,"regional","regional","regional_match",123849.983501297
"637","G60","G53",0,0.0103506504719386,0.0348723825521002,3,0.0245217320801616,"higher",1,5,1,1,1,"np_homophily",0,3,"higher",2,3,1,"regional","regional","regional_match",7049.5058080671
"638","G66","G53",0,0.000259543639211259,0.0348723825521002,1,0.034612838912889,"higher",1,5,0,1,1,"np_homophily",2,3,"higher",3,3,3,"local","regional","bigger",14171.0966321242
"639","G69","G53",0,0.0202797028630867,0.0348723825521002,3,0.0145926796890135,"higher",0,5,0,0,1,"higher",0,3,"higher",1,3,1,"local","regional","bigger",103433.262664796
"640","G71","G53",0,0.143671365026039,0.0348723825521002,3,-0.108798982473939,"lower",0,5,0,1,1,"np_homophily",0,3,"higher",1,3,1,"local","regional","bigger",16990.9886876444
"641","G72","G53",0,0.076872673471632,0.0348723825521002,1,-0.0420002909195317,"lower",2,5,1,0,1,"higher",2,3,"higher",2,3,2,"local","regional","bigger",7543.19181951697
"642","G8","G53",0,1,0.0348723825521002,1,-0.9651276174479,"lower",7,5,1,1,1,"np_homophily",2,3,"higher",5,3,2,"regional","regional","regional_match",7375.69660285462
"643","G9","G53",0,0.00594262836081384,0.0348723825521002,0,0.0289297541912864,"higher",1,5,0,1,1,"np_homophily",3,3,"match",4,3,2,"regional","regional","regional_match",108938.378042138
"644","G16","G54",0,0,0.00289067242241282,2,0.00289067242241282,"higher",0,0,1,1,1,"np_homophily",1,3,"higher",1,4,0,"local","regional","bigger",91375.8343822718
"645","G20","G54",0,0.0065766676690612,0.00289067242241282,0,-0.00368599524664838,"lower",4,0,0,1,1,"np_homophily",3,3,"match",6,4,4,"regional","regional","regional_match",87677.6838418154
"646","G21","G54",0,0.000919981902138087,0.00289067242241282,1,0.00197069052027473,"higher",0,0,1,1,1,"np_homophily",2,3,"higher",3,4,1,"local","regional","bigger",109371.072104499
"647","G29","G54",0,0.00447578469577884,0.00289067242241282,1,-0.00158511227336602,"lower",0,0,1,1,1,"np_homophily",2,3,"higher",3,4,1,"local","regional","bigger",33037.9841637704
"648","G4","G54",0,0.00278770759691127,0.00289067242241282,0,0.000102964825501547,"higher",0,0,1,1,1,"np_homophily",3,3,"match",5,4,2,"regional","regional","regional_match",15400.3558969326
"649","G41","G54",0,0.036172123400984,0.00289067242241282,2,-0.0332814509785712,"lower",0,0,1,0,1,"higher",1,3,"higher",4,4,1,"local","regional","bigger",20086.7975664871
"650","G43","G54",1,0.005603390557631,0.00289067242241282,0,-0.00271271813521818,"lower",4,0,0,1,1,"np_homophily",3,3,"match",3,4,3,"regional","regional","regional_match",87765.7684865068
"651","G59","G54",0,0.0443776319735864,0.00289067242241282,1,-0.0414869595511736,"lower",4,0,0,1,1,"np_homophily",2,3,"higher",7,4,4,"regional","regional","regional_match",87369.0545250096
"652","G6","G54",0,0.187250546989594,0.00289067242241282,0,-0.184359874567181,"lower",0,0,1,0,1,"higher",3,3,"match",3,4,2,"regional","regional","regional_match",11364.3976273475
"653","G60","G54",0,0.0103506504719386,0.00289067242241282,3,-0.0074599780495258,"lower",1,0,0,1,1,"np_homophily",0,3,"higher",2,4,0,"regional","regional","regional_match",109957.746345963
"654","G66","G54",0,0.000259543639211259,0.00289067242241282,1,0.00263112878320156,"higher",1,0,0,1,1,"np_homophily",2,3,"higher",3,4,2,"local","regional","bigger",103848.190126678
"655","G69","G54",0,0.0202797028630867,0.00289067242241282,3,-0.0173890304406739,"lower",0,0,1,0,1,"higher",0,3,"higher",1,4,0,"local","regional","bigger",20086.7975664871
"656","G71","G54",0,0.143671365026039,0.00289067242241282,3,-0.140780692603627,"lower",0,0,1,1,1,"np_homophily",0,3,"higher",1,4,1,"local","regional","bigger",104590.809193059
"657","G8","G54",0,1,0.00289067242241282,1,-0.997109327577587,"lower",7,0,0,1,1,"np_homophily",2,3,"higher",5,4,4,"regional","regional","regional_match",110277.568922674
"658","G9","G54",0,0.00594262836081384,0.00289067242241282,0,-0.00305195593840102,"lower",1,0,0,1,1,"np_homophily",3,3,"match",4,4,2,"regional","regional","regional_match",10863.9866681297
"659","G16","G55",0,0,0.00273983817534823,0,0.00273983817534823,"higher",0,0,1,1,1,"np_homophily",1,1,"match",1,3,0,"local","regional","bigger",12749.1945636919
"660","G20","G55",0,0.0065766676690612,0.00273983817534823,-2,-0.00383682949371297,"lower",4,0,0,1,1,"np_homophily",3,1,"lower",6,3,3,"regional","regional","regional_match",59235.0378972863
"661","G21","G55",0,0.000919981902138087,0.00273983817534823,-1,0.00181985627321015,"higher",0,0,1,1,1,"np_homophily",2,1,"lower",3,3,1,"local","regional","bigger",9816.75787673613
"662","G4","G55",0,0.00278770759691127,0.00273983817534823,-2,-4.78694215630365e-05,"lower",0,0,1,1,1,"np_homophily",3,1,"lower",5,3,2,"regional","regional","regional_match",95960.1737089037
"663","G43","G55",0,0.005603390557631,0.00273983817534823,-2,-0.00286355238228276,"lower",4,0,0,1,1,"np_homophily",3,1,"lower",3,3,2,"regional","regional","regional_match",59677.0389298478
"664","G59","G55",0,0.0443776319735864,0.00273983817534823,-1,-0.0416377937982382,"lower",4,0,0,1,1,"np_homophily",2,1,"lower",7,3,3,"regional","regional","regional_match",54864.0424896103
"665","G6","G55",0,0.187250546989594,0.00273983817534823,-2,-0.184510708814246,"lower",0,0,1,0,1,"higher",3,1,"lower",3,3,2,"regional","regional","regional_match",109819.839457002
"666","G60","G55",0,0.0103506504719386,0.00273983817534823,1,-0.00761081229659039,"lower",1,0,0,1,1,"np_homophily",0,1,"higher",2,3,0,"regional","regional","regional_match",11275.856036413
"667","G66","G55",1,0.000259543639211259,0.00273983817534823,-1,0.00248029453613697,"higher",1,0,0,1,1,"np_homophily",2,1,"lower",3,3,1,"local","regional","bigger",4214.34624733876
"668","G71","G55",0,0.143671365026039,0.00273983817534823,1,-0.140931526850691,"lower",0,0,1,1,1,"np_homophily",0,1,"higher",1,3,1,"local","regional","bigger",3998.6189892374
"669","G8","G55",0,1,0.00273983817534823,-1,-0.997260161824652,"lower",7,0,0,1,1,"np_homophily",2,1,"lower",5,3,2,"regional","regional","regional_match",11051.917068382
"670","G9","G55",0,0.00594262836081384,0.00273983817534823,-2,-0.00320279018546561,"lower",1,0,0,1,1,"np_homophily",3,1,"lower",4,3,1,"regional","regional","regional_match",95107.8797899568
"671","G13","G56",0,0.0267042614034154,0.00227531285551763,0,-0.0244289485478978,"lower",5,0,0,1,0,"lower",2,2,"match",4,1,1,"regional","regional","regional_match",62794.8070774562
"672","G14","G56",0,0,0.00227531285551763,1,0.00227531285551763,"higher",0,0,1,0,0,"no_np_homophily",1,2,"higher",3,1,1,"local","regional","bigger",67432.6108949382
"673","G16","G56",0,0,0.00227531285551763,1,0.00227531285551763,"higher",0,0,1,1,0,"lower",1,2,"higher",1,1,1,"local","regional","bigger",20293.7201207132
"674","G17","G56",0,0.029108290703348,0.00227531285551763,0,-0.0268329778478304,"lower",7,0,0,1,0,"lower",2,2,"match",2,1,1,"local","regional","bigger",66666.4738183123
"675","G19","G56",0,0.0678291239383343,0.00227531285551763,1,-0.0655538110828167,"lower",0,0,1,1,0,"lower",1,2,"higher",2,1,1,"local","regional","bigger",65764.1454653153
"676","G20","G56",0,0.0065766676690612,0.00227531285551763,-1,-0.00430135481354356,"lower",4,0,0,1,0,"lower",3,2,"lower",6,1,0,"regional","regional","regional_match",61501.4843672238
"677","G21","G56",0,0.000919981902138087,0.00227531285551763,0,0.00135533095337955,"higher",0,0,1,1,0,"lower",2,2,"match",3,1,1,"local","regional","bigger",9751.71753705981
"678","G29","G56",0,0.00447578469577884,0.00227531285551763,0,-0.00220047184026121,"lower",0,0,1,1,0,"lower",2,2,"match",3,1,1,"local","regional","bigger",89136.1312288427
"679","G4","G56",0,0.00278770759691127,0.00227531285551763,-1,-0.000512394741393636,"lower",0,0,1,1,0,"lower",3,2,"lower",5,1,1,"regional","regional","regional_match",106548.074142344
"680","G41","G56",0,0.036172123400984,0.00227531285551763,1,-0.0338968105454664,"lower",0,0,1,0,0,"no_np_homophily",1,2,"higher",4,1,1,"local","regional","bigger",101246.055181016
"681","G43","G56",0,0.005603390557631,0.00227531285551763,-1,-0.00332807770211336,"lower",4,0,0,1,0,"lower",3,2,"lower",3,1,0,"regional","regional","regional_match",61928.8223834745
"682","G48","G56",1,0.00366748166259169,0.00227531285551763,-1,-0.00139216880707405,"lower",3,0,0,1,0,"lower",3,2,"lower",4,1,0,"local","regional","bigger",64002.2939139295
"683","G59","G56",0,0.0443776319735864,0.00227531285551763,0,-0.0421023191180688,"lower",4,0,0,1,0,"lower",2,2,"match",7,1,1,"regional","regional","regional_match",57203.1431032433
"684","G6","G56",0,0.187250546989594,0.00227531285551763,-1,-0.184975234134076,"lower",0,0,1,0,0,"no_np_homophily",3,2,"lower",3,1,1,"regional","regional","regional_match",120167.131445314
"685","G60","G56",0,0.0103506504719386,0.00227531285551763,2,-0.00807533761642099,"lower",1,0,0,1,0,"lower",0,2,"higher",2,1,1,"regional","regional","regional_match",11484.4535413555
"686","G66","G56",0,0.000259543639211259,0.00227531285551763,0,0.00201576921630637,"higher",1,0,0,1,0,"lower",2,2,"match",3,1,1,"local","regional","bigger",10341.1919135511
"687","G69","G56",0,0.0202797028630867,0.00227531285551763,2,-0.0180043900075691,"lower",0,0,1,0,0,"no_np_homophily",0,2,"higher",1,1,1,"local","regional","bigger",101246.055181016
"688","G71","G56",0,0.143671365026039,0.00227531285551763,2,-0.141396052170522,"lower",0,0,1,1,0,"lower",0,2,"higher",1,1,0,"local","regional","bigger",6920.71372409335
"689","G72","G56",0,0.076872673471632,0.00227531285551763,0,-0.0745973606161144,"lower",2,0,0,0,0,"no_np_homophily",2,2,"match",2,1,1,"local","regional","bigger",10974.4099921863
"690","G8","G56",0,1,0.00227531285551763,0,-0.997724687144482,"lower",7,0,0,1,0,"lower",2,2,"match",5,1,0,"regional","regional","regional_match",10574.0166786665
"691","G9","G56",0,0.00594262836081384,0.00227531285551763,-1,-0.00366731550529621,"lower",1,0,0,1,0,"lower",3,2,"lower",4,1,1,"regional","regional","regional_match",105544.239506809
"692","G13","G57",0,0.0267042614034154,0.109076360733002,0,0.0823720993295863,"higher",5,1,1,1,1,"np_homophily",2,2,"match",4,5,4,"regional","regional","regional_match",99728.4659714794
"693","G14","G57",0,0,0.109076360733002,1,0.109076360733002,"higher",0,1,0,0,1,"higher",1,2,"higher",3,5,2,"local","regional","bigger",98592.5619895297
"694","G16","G57",0,0,0.109076360733002,1,0.109076360733002,"higher",0,1,0,1,1,"np_homophily",1,2,"higher",1,5,1,"local","regional","bigger",101023.932455193
"695","G17","G57",0,0.029108290703348,0.109076360733002,0,0.0799680700296537,"higher",7,1,0,1,1,"np_homophily",2,2,"match",2,5,2,"local","regional","bigger",100139.755474487
"696","G19","G57",0,0.0678291239383343,0.109076360733002,1,0.0412472367946674,"higher",0,1,0,1,1,"np_homophily",1,2,"higher",2,5,1,"local","regional","bigger",98512.7464402745
"697","G20","G57",1,0.0065766676690612,0.109076360733002,-1,0.102499693063941,"higher",4,1,0,1,1,"np_homophily",3,2,"lower",6,5,4,"regional","regional","regional_match",99124.6985830175
"698","G21","G57",0,0.000919981902138087,0.109076360733002,0,0.108156378830864,"higher",0,1,0,1,1,"np_homophily",2,2,"match",3,5,2,"local","regional","bigger",118093.0740397
"699","G29","G57",0,0.00447578469577884,0.109076360733002,0,0.104600576037223,"higher",0,1,0,1,1,"np_homophily",2,2,"match",3,5,2,"local","regional","bigger",36967.3495446469
"700","G4","G57",0,0.00278770759691127,0.109076360733002,-1,0.10628865313609,"higher",0,1,0,1,1,"np_homophily",3,2,"lower",5,5,4,"regional","regional","regional_match",16381.4545666489
"701","G41","G57",0,0.036172123400984,0.109076360733002,1,0.0729042373320177,"higher",0,1,0,0,1,"higher",1,2,"higher",4,5,3,"local","regional","bigger",22512.3290217777
"702","G43","G57",0,0.005603390557631,0.109076360733002,-1,0.103472970175371,"higher",4,1,0,1,1,"np_homophily",3,2,"lower",3,5,2,"regional","regional","regional_match",99216.1036543104
"703","G48","G57",0,0.00366748166259169,0.109076360733002,-1,0.10540887907041,"higher",3,1,0,1,1,"np_homophily",3,2,"lower",4,5,3,"local","regional","bigger",100248.845620386
"704","G59","G57",0,0.0443776319735864,0.109076360733002,0,0.0646987287594153,"higher",4,1,0,1,1,"np_homophily",2,2,"match",7,5,5,"regional","regional","regional_match",98768.9357252308
"705","G6","G57",0,0.187250546989594,0.109076360733002,-1,-0.0781741862565922,"lower",0,1,0,0,1,"higher",3,2,"lower",3,5,2,"regional","regional","regional_match",247.805248536345
"706","G60","G57",0,0.0103506504719386,0.109076360733002,2,0.0987257102610631,"higher",1,1,0,1,1,"np_homophily",0,2,"higher",2,5,1,"regional","regional","regional_match",118560.354643367
"707","G66","G57",0,0.000259543639211259,0.109076360733002,0,0.10881681709379,"higher",1,1,0,1,1,"np_homophily",2,2,"match",3,5,3,"local","regional","bigger",112711.315012174
"708","G69","G57",0,0.0202797028630867,0.109076360733002,2,0.088796657869915,"higher",0,1,0,0,1,"higher",0,2,"higher",1,5,1,"local","regional","bigger",22512.3290217777
"709","G71","G57",0,0.143671365026039,0.109076360733002,2,-0.0345950042930376,"lower",0,1,0,1,1,"np_homophily",0,2,"higher",1,5,1,"local","regional","bigger",113767.282615594
"710","G72","G57",0,0.076872673471632,0.109076360733002,0,0.0322036872613698,"higher",2,1,0,0,1,"higher",2,2,"match",2,5,2,"local","regional","bigger",118372.264870899
"711","G8","G57",0,1,0.109076360733002,0,-0.890923639266998,"lower",7,1,1,1,1,"np_homophily",2,2,"match",5,5,3,"regional","regional","regional_match",118938.860795637
"712","G9","G57",0,0.00594262836081384,0.109076360733002,-1,0.103133732372188,"higher",1,1,0,1,1,"np_homophily",3,2,"lower",4,5,3,"regional","regional","regional_match",15180.8433030833
"713","G13","G59",1,0.0267042614034154,0.00451728234709347,0,-0.0221869790563219,"lower",5,4,3,1,1,"np_homophily",2,2,"match",4,7,4,"regional","regional","regional_match",5779.27540459582
"714","G14","G59",0,0,0.00451728234709347,1,0.00451728234709347,"higher",0,4,0,0,1,"higher",1,2,"higher",3,7,2,"local","regional","bigger",10245.5416202245
"715","G16","G59",0,0,0.00451728234709347,1,0.00451728234709347,"higher",0,4,0,1,1,"np_homophily",1,2,"higher",1,7,1,"local","regional","bigger",43206.1786476996
"716","G17","G59",0,0.029108290703348,0.00451728234709347,0,-0.0245910083562546,"lower",7,4,2,1,1,"np_homophily",2,2,"match",2,7,2,"local","regional","bigger",9670.0838961467
"717","G19","G59",0,0.0678291239383343,0.00451728234709347,1,-0.0633118415912409,"lower",0,4,0,1,1,"np_homophily",1,2,"higher",2,7,2,"local","regional","bigger",8572.96029529256
"718","G20","G59",0,0.0065766676690612,0.00451728234709347,-1,-0.00205938532196773,"lower",4,4,1,1,1,"np_homophily",3,2,"lower",6,7,5,"regional","regional","regional_match",4370.99836403142
"719","G21","G59",0,0.000919981902138087,0.00451728234709347,0,0.00359730044495538,"higher",0,4,0,1,1,"np_homophily",2,2,"match",3,7,3,"local","regional","bigger",63744.5187020941
"720","G29","G59",0,0.00447578469577884,0.00451728234709347,0,4.14976513146322e-05,"higher",0,4,0,1,1,"np_homophily",2,2,"match",3,7,3,"local","regional","bigger",83488.4465346895
"721","G4","G59",0,0.00278770759691127,0.00451728234709347,-1,0.0017295747501822,"higher",0,4,0,1,1,"np_homophily",3,2,"lower",5,7,4,"regional","regional","regional_match",91242.9471429187
"722","G41","G59",0,0.036172123400984,0.00451728234709347,1,-0.0316548410538905,"lower",0,4,0,0,1,"higher",1,2,"higher",4,7,4,"local","regional","bigger",88526.4595976663
"723","G43","G59",0,0.005603390557631,0.00451728234709347,-1,-0.00108610821053752,"lower",4,4,0,1,1,"np_homophily",3,2,"lower",3,7,3,"regional","regional","regional_match",4813.14340238025
"724","G48","G59",0,0.00366748166259169,0.00451728234709347,-1,0.000849800684501784,"higher",3,4,2,1,1,"np_homophily",3,2,"lower",4,7,4,"local","regional","bigger",7091.39035380241
"725","G6","G59",0,0.187250546989594,0.00451728234709347,-1,-0.1827332646425,"lower",0,4,0,0,1,"higher",3,2,"lower",3,7,3,"regional","regional","regional_match",98637.8920758648
"726","G60","G59",0,0.0103506504719386,0.00451728234709347,2,-0.00583336812484515,"lower",1,4,0,1,1,"np_homophily",0,2,"higher",2,7,2,"regional","regional","regional_match",65525.3349026323
"727","G66","G59",0,0.000259543639211259,0.00451728234709347,0,0.00425773870788221,"higher",1,4,0,1,1,"np_homophily",2,2,"match",3,7,3,"local","regional","bigger",58990.6199548493
"728","G69","G59",0,0.0202797028630867,0.00451728234709347,2,-0.0157624205159932,"lower",0,4,0,0,1,"higher",0,2,"higher",1,7,1,"local","regional","bigger",88526.4595976663
"729","G71","G59",0,0.143671365026039,0.00451728234709347,2,-0.139154082678946,"lower",0,4,0,1,1,"np_homophily",0,2,"higher",1,7,1,"local","regional","bigger",55344.9959079686
"730","G72","G59",1,0.076872673471632,0.00451728234709347,0,-0.0723553911245385,"lower",2,4,1,0,1,"higher",2,2,"match",2,7,2,"local","regional","bigger",64973.1757537846
"731","G8","G59",0,1,0.00451728234709347,0,-0.995482717652907,"lower",7,4,0,1,1,"np_homophily",2,2,"match",5,7,4,"regional","regional","regional_match",65006.6556501764
"732","G9","G59",0,0.00594262836081384,0.00451728234709347,-1,-0.00142534601372037,"lower",1,4,0,1,1,"np_homophily",3,2,"lower",4,7,3,"regional","regional","regional_match",87594.2225114046
"733","G13","G6",0,0.0267042614034154,0.00621088366214912,1,-0.0204933777412663,"lower",5,0,0,1,0,"lower",2,3,"higher",4,3,2,"regional","regional","regional_match",99609.7162003393
"734","G14","G6",0,0,0.00621088366214912,2,0.00621088366214912,"higher",0,0,1,0,0,"no_np_homophily",1,3,"higher",3,3,1,"local","regional","bigger",98484.0428924395
"735","G16","G6",0,0,0.00621088366214912,2,0.00621088366214912,"higher",0,0,1,1,0,"lower",1,3,"higher",1,3,1,"local","regional","bigger",100816.356655041
"736","G17","G6",0,0.029108290703348,0.00621088366214912,1,-0.0228974070411989,"lower",7,0,0,1,0,"lower",2,3,"higher",2,3,2,"local","regional","bigger",100029.548813818
"737","G19","G6",0,0.0678291239383343,0.00621088366214912,2,-0.0616182402761852,"lower",0,0,1,1,0,"lower",1,3,"higher",2,3,1,"local","regional","bigger",98400.4635450819
"738","G20","G6",0,0.0065766676690612,0.00621088366214912,0,-0.000365784006912077,"lower",4,0,0,1,0,"lower",3,3,"match",6,3,2,"regional","regional","regional_match",99003.0451152434
